frame_idx,n_tracked,n_moving,consensus_dx,consensus_dy,consensus_dist,latency_ms
329,3,0,0.000,0.000,0.000,0.8
330,3,0,0.000,0.000,0.000,0.7
331,3,0,0.000,0.000,0.000,0.9
332,3,1,-0.857,-0.196,0.879,1.0
333,3,0,0.000,0.000,0.000,1.1
334,3,0,0.000,0.000,0.000,1.0
335,3,0,0.000,0.000,0.000,0.8
336,3,0,0.000,0.000,0.000,0.8
337,3,0,0.000,0.000,0.000,0.9
338,3,0,0.000,0.000,0.000,0.9
339,3,0,0.000,0.000,0.000,1.2
340,3,0,0.000,0.000,0.000,0.8
341,3,0,0.000,0.000,0.000,0.9
342,3,1,-0.725,-0.375,0.816,0.9
343,3,0,0.000,0.000,0.000,0.8
344,3,0,0.000,0.000,0.000,0.9
345,3,0,0.000,0.000,0.000,0.9
346,3,0,0.000,0.000,0.000,1.1
347,3,0,0.000,0.000,0.000,1.0
348,3,0,0.000,0.000,0.000,1.2
349,3,0,0.000,0.000,0.000,1.0
350,3,0,0.000,0.000,0.000,0.8
351,3,0,0.000,0.000,0.000,0.9
352,3,0,0.000,0.000,0.000,0.7
353,3,0,0.000,0.000,0.000,0.8
354,3,0,0.000,0.000,0.000,0.8
355,3,0,0.000,0.000,0.000,1.0
356,3,0,0.000,0.000,0.000,1.1
357,3,0,0.000,0.000,0.000,1.3
358,3,0,0.000,0.000,0.000,0.9
359,3,0,0.000,0.000,0.000,0.8
360,3,0,0.000,0.000,0.000,0.8
361,3,0,0.000,0.000,0.000,0.9
362,3,0,0.000,0.000,0.000,0.8
363,3,0,0.000,0.000,0.000,0.7
364,3,0,0.000,0.000,0.000,1.0
365,3,0,0.000,0.000,0.000,0.9
366,3,0,0.000,0.000,0.000,1.1
367,3,0,0.000,0.000,0.000,1.3
368,3,0,0.000,0.000,0.000,1.3
369,3,0,0.000,0.000,0.000,0.9
370,3,0,0.000,0.000,0.000,0.9
371,3,0,0.000,0.000,0.000,1.0
372,3,0,0.000,0.000,0.000,1.2
373,3,0,0.000,0.000,0.000,1.0
374,3,0,0.000,0.000,0.000,0.8
375,3,0,0.000,0.000,0.000,0.8
376,3,0,0.000,0.000,0.000,0.8
377,3,0,0.000,0.000,0.000,0.8
378,3,0,0.000,0.000,0.000,0.8
379,3,0,0.000,0.000,0.000,0.8
380,3,0,0.000,0.000,0.000,1.4
381,3,0,0.000,0.000,0.000,0.9
382,3,0,0.000,0.000,0.000,1.0
383,3,0,0.000,0.000,0.000,1.2
384,3,0,0.000,0.000,0.000,0.8
385,3,0,0.000,0.000,0.000,0.8
386,3,0,0.000,0.000,0.000,0.8
387,3,0,0.000,0.000,0.000,0.9
388,3,0,0.000,0.000,0.000,1.5
389,3,0,0.000,0.000,0.000,0.8
390,3,0,0.000,0.000,0.000,1.0
391,3,0,0.000,0.000,0.000,0.9
392,3,0,0.000,0.000,0.000,1.0
393,3,0,0.000,0.000,0.000,1.0
394,3,0,0.000,0.000,0.000,0.9
395,3,0,0.000,0.000,0.000,1.3
396,3,0,0.000,0.000,0.000,0.7
397,3,0,0.000,0.000,0.000,0.7
398,3,0,0.000,0.000,0.000,0.7
399,3,0,0.000,0.000,0.000,0.8
400,3,0,0.000,0.000,0.000,0.8
401,3,0,0.000,0.000,0.000,0.8
402,3,0,0.000,0.000,0.000,0.9
403,3,0,0.000,0.000,0.000,0.9
404,3,0,0.000,0.000,0.000,1.0
405,3,0,0.000,0.000,0.000,0.8
406,3,0,0.000,0.000,0.000,0.7
407,3,0,0.000,0.000,0.000,0.9
408,3,0,0.000,0.000,0.000,0.9
409,3,0,0.000,0.000,0.000,0.7
410,3,0,0.000,0.000,0.000,0.9
411,3,0,0.000,0.000,0.000,1.1
412,3,0,0.000,0.000,0.000,1.1
413,3,0,0.000,0.000,0.000,1.2
414,3,0,0.000,0.000,0.000,1.1
415,3,0,0.000,0.000,0.000,0.8
416,3,0,0.000,0.000,0.000,0.7
417,3,0,0.000,0.000,0.000,0.7
418,3,0,0.000,0.000,0.000,0.7
419,3,0,0.000,0.000,0.000,0.9
420,3,0,0.000,0.000,0.000,1.0
421,3,0,0.000,0.000,0.000,0.8
422,3,0,0.000,0.000,0.000,0.9
423,3,0,0.000,0.000,0.000,1.2
424,3,0,0.000,0.000,0.000,0.9
425,3,0,0.000,0.000,0.000,1.0
426,3,0,0.000,0.000,0.000,1.1
427,3,0,0.000,0.000,0.000,0.8
428,3,0,0.000,0.000,0.000,0.7
429,3,0,0.000,0.000,0.000,0.9
430,3,0,0.000,0.000,0.000,1.0
431,3,0,0.000,0.000,0.000,0.8
432,3,0,0.000,0.000,0.000,1.0
433,3,0,0.000,0.000,0.000,0.9
434,3,0,0.000,0.000,0.000,0.9
435,3,0,0.000,0.000,0.000,0.8
436,3,0,0.000,0.000,0.000,0.8
437,3,0,0.000,0.000,0.000,0.9
438,3,0,0.000,0.000,0.000,0.9
439,3,0,0.000,0.000,0.000,1.1
440,3,0,0.000,0.000,0.000,0.7
441,3,0,0.000,0.000,0.000,0.7
442,3,0,0.000,0.000,0.000,0.9
443,3,0,0.000,0.000,0.000,0.7
444,3,0,0.000,0.000,0.000,1.1
445,3,0,0.000,0.000,0.000,0.9
446,3,0,0.000,0.000,0.000,1.0
447,3,0,0.000,0.000,0.000,0.9
448,3,0,0.000,0.000,0.000,0.8
449,3,0,0.000,0.000,0.000,0.9
450,3,0,0.000,0.000,0.000,1.1
451,3,0,0.000,0.000,0.000,0.9
452,3,0,0.000,0.000,0.000,0.9
453,3,0,0.000,0.000,0.000,1.0
454,3,0,0.000,0.000,0.000,0.8
455,3,0,0.000,0.000,0.000,1.1
456,3,0,0.000,0.000,0.000,0.7
457,3,0,0.000,0.000,0.000,0.7
458,3,0,0.000,0.000,0.000,1.2
459,3,0,0.000,0.000,0.000,1.0
460,3,0,0.000,0.000,0.000,0.7
461,3,0,0.000,0.000,0.000,0.8
462,3,0,0.000,0.000,0.000,1.5
463,3,0,0.000,0.000,0.000,0.9
464,3,0,0.000,0.000,0.000,0.9
465,3,0,0.000,0.000,0.000,1.0
466,3,0,0.000,0.000,0.000,1.0
467,3,0,0.000,0.000,0.000,1.3
468,3,0,0.000,0.000,0.000,1.1
469,3,0,0.000,0.000,0.000,0.8
470,3,0,0.000,0.000,0.000,0.8
471,3,0,0.000,0.000,0.000,1.1
472,3,0,0.000,0.000,0.000,0.9
473,3,0,0.000,0.000,0.000,0.7
474,3,0,0.000,0.000,0.000,0.8
475,3,0,0.000,0.000,0.000,0.9
476,3,0,0.000,0.000,0.000,1.3
477,3,0,0.000,0.000,0.000,0.8
478,3,0,0.000,0.000,0.000,0.8
479,3,0,0.000,0.000,0.000,0.8
480,3,0,0.000,0.000,0.000,0.8
481,3,0,0.000,0.000,0.000,0.8
482,3,0,0.000,0.000,0.000,0.7
483,3,0,0.000,0.000,0.000,1.1
484,3,0,0.000,0.000,0.000,1.0
485,3,0,0.000,0.000,0.000,1.1
486,3,0,0.000,0.000,0.000,1.3
487,3,0,0.000,0.000,0.000,1.2
488,3,0,0.000,0.000,0.000,1.2
489,3,0,0.000,0.000,0.000,0.7
490,3,0,0.000,0.000,0.000,0.8
491,3,0,0.000,0.000,0.000,0.7
492,3,0,0.000,0.000,0.000,0.8
493,3,0,0.000,0.000,0.000,0.9
494,3,0,0.000,0.000,0.000,0.9
495,3,0,0.000,0.000,0.000,0.9
496,3,0,0.000,0.000,0.000,1.1
497,3,0,0.000,0.000,0.000,1.3
498,3,0,0.000,0.000,0.000,0.9
499,3,0,0.000,0.000,0.000,0.9
500,3,0,0.000,0.000,0.000,1.0
501,3,0,0.000,0.000,0.000,1.2
502,3,0,0.000,0.000,0.000,0.9
503,3,0,0.000,0.000,0.000,0.8
504,3,0,0.000,0.000,0.000,1.1
505,3,0,0.000,0.000,0.000,0.8
506,3,0,0.000,0.000,0.000,0.7
507,3,0,0.000,0.000,0.000,0.7
508,3,0,0.000,0.000,0.000,0.8
509,3,0,0.000,0.000,0.000,0.9
510,3,0,0.000,0.000,0.000,0.9
511,3,0,0.000,0.000,0.000,1.1
512,3,0,0.000,0.000,0.000,0.8
513,3,0,0.000,0.000,0.000,0.7
514,3,0,0.000,0.000,0.000,0.7
515,3,0,0.000,0.000,0.000,0.8
516,3,0,0.000,0.000,0.000,0.8
517,3,0,0.000,0.000,0.000,0.7
518,3,0,0.000,0.000,0.000,0.8
519,3,0,0.000,0.000,0.000,1.0
520,3,0,0.000,0.000,0.000,1.0
521,3,0,0.000,0.000,0.000,0.9
522,3,0,0.000,0.000,0.000,0.8
523,3,0,0.000,0.000,0.000,0.7
524,3,0,0.000,0.000,0.000,0.8
525,3,0,0.000,0.000,0.000,0.8
526,3,0,0.000,0.000,0.000,0.8
527,3,0,0.000,0.000,0.000,1.0
528,3,0,0.000,0.000,0.000,0.9
529,3,0,0.000,0.000,0.000,0.9
530,3,0,0.000,0.000,0.000,1.0
531,3,0,0.000,0.000,0.000,1.4
532,3,0,0.000,0.000,0.000,0.7
533,3,0,0.000,0.000,0.000,0.9
534,3,0,0.000,0.000,0.000,0.7
535,3,0,0.000,0.000,0.000,0.7
536,3,0,0.000,0.000,0.000,0.8
537,3,0,0.000,0.000,0.000,0.8
538,3,0,0.000,0.000,0.000,0.9
539,3,0,0.000,0.000,0.000,1.3
540,3,0,0.000,0.000,0.000,1.0
541,3,0,0.000,0.000,0.000,0.8
542,3,0,0.000,0.000,0.000,0.9
543,3,0,0.000,0.000,0.000,1.1
544,3,0,0.000,0.000,0.000,1.2
545,3,0,0.000,0.000,0.000,1.1
546,3,0,0.000,0.000,0.000,0.8
547,3,0,0.000,0.000,0.000,0.8
548,3,0,0.000,0.000,0.000,0.8
549,3,0,0.000,0.000,0.000,0.8
550,3,0,0.000,0.000,0.000,0.9
551,3,0,0.000,0.000,0.000,0.9
552,3,0,0.000,0.000,0.000,1.2
553,3,0,0.000,0.000,0.000,0.8
554,3,0,0.000,0.000,0.000,1.0
555,3,0,0.000,0.000,0.000,0.8
556,3,0,0.000,0.000,0.000,0.8
557,3,0,0.000,0.000,0.000,0.9
558,3,0,0.000,0.000,0.000,0.8
559,3,0,0.000,0.000,0.000,0.8
560,3,0,0.000,0.000,0.000,0.9
561,3,0,0.000,0.000,0.000,1.4
562,3,0,0.000,0.000,0.000,1.3
563,3,0,0.000,0.000,0.000,1.3
564,3,0,0.000,0.000,0.000,1.1
565,3,0,0.000,0.000,0.000,0.9
566,3,0,0.000,0.000,0.000,0.8
567,3,0,0.000,0.000,0.000,0.7
568,3,0,0.000,0.000,0.000,0.8
569,3,0,0.000,0.000,0.000,0.8
570,3,0,0.000,0.000,0.000,1.2
571,3,0,0.000,0.000,0.000,0.9
572,3,0,0.000,0.000,0.000,1.6
573,3,0,0.000,0.000,0.000,1.2
574,3,0,0.000,0.000,0.000,1.0
575,3,0,0.000,0.000,0.000,0.9
576,3,0,0.000,0.000,0.000,1.0
577,3,0,0.000,0.000,0.000,1.0
578,3,0,0.000,0.000,0.000,0.8
579,3,0,0.000,0.000,0.000,0.8
580,3,0,0.000,0.000,0.000,0.8
581,3,0,0.000,0.000,0.000,0.9
582,3,0,0.000,0.000,0.000,1.1
583,3,0,0.000,0.000,0.000,1.2
584,3,0,0.000,0.000,0.000,1.2
585,3,0,0.000,0.000,0.000,1.2
586,3,0,0.000,0.000,0.000,1.1
587,3,0,0.000,0.000,0.000,0.8
588,3,0,0.000,0.000,0.000,0.8
589,3,0,0.000,0.000,0.000,1.0
590,3,0,0.000,0.000,0.000,1.0
591,3,0,0.000,0.000,0.000,0.8
592,3,0,0.000,0.000,0.000,1.0
593,3,0,0.000,0.000,0.000,1.3
594,3,0,0.000,0.000,0.000,1.1
595,3,0,0.000,0.000,0.000,1.1
596,3,0,0.000,0.000,0.000,0.9
597,3,0,0.000,0.000,0.000,0.9
598,3,0,0.000,0.000,0.000,0.9
599,3,0,0.000,0.000,0.000,0.9
600,3,0,0.000,0.000,0.000,0.8
601,3,0,0.000,0.000,0.000,0.9
602,3,0,0.000,0.000,0.000,0.9
603,3,0,0.000,0.000,0.000,0.9
604,3,0,0.000,0.000,0.000,0.7
605,3,0,0.000,0.000,0.000,0.7
606,3,0,0.000,0.000,0.000,0.7
607,3,0,0.000,0.000,0.000,0.8
608,3,0,0.000,0.000,0.000,0.7
609,3,0,0.000,0.000,0.000,0.7
610,3,0,0.000,0.000,0.000,0.9
611,3,0,0.000,0.000,0.000,0.8
612,3,0,0.000,0.000,0.000,0.7
613,3,0,0.000,0.000,0.000,0.7
614,3,0,0.000,0.000,0.000,0.8
615,3,0,0.000,0.000,0.000,0.7
616,3,0,0.000,0.000,0.000,0.7
617,3,0,0.000,0.000,0.000,0.8
618,3,0,0.000,0.000,0.000,0.8
619,3,0,0.000,0.000,0.000,0.8
620,3,0,0.000,0.000,0.000,1.0
621,3,0,0.000,0.000,0.000,0.8
622,3,0,0.000,0.000,0.000,0.8
623,3,0,0.000,0.000,0.000,0.7
624,3,0,0.000,0.000,0.000,0.7
625,3,0,0.000,0.000,0.000,0.7
